"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2020-11-10","WEST",9,6,43,11,8,2,2
"2020-11-11","WEST",10,6,40,12,8,2,2
"2020-11-12","WEST",12,7,63,14,9,2,2
"2020-11-13","WEST",14,7,61,16,9,2,2
"2020-11-14","WEST",17,7,70,19,9,2,2
"2020-11-15","WEST",18,9,74,20,11,2,2
"2020-11-16","WEST",19,11,75,22,12,3,1
"2020-11-17","WEST",20,11,74,22,13,2,2
"2020-11-18","WEST",25,15,81,27,17,2,2
"2020-11-19","WEST",24,14,80,26,15,2,1
"2020-11-20","WEST",31,14,84,33,16,2,2
"2020-11-21","WEST",31,17,90,33,19,2,2
"2020-11-22","WEST",32,10,94,34,12,2,2
"2020-11-23","WEST",32,17,103,34,18,2,1
"2020-11-24","WEST",32,21,110,34,23,2,2
"2020-11-25","WEST",29,22,114,31,23,2,1
"2020-11-26","WEST",28,19,124,31,22,3,3
"2020-11-27","WEST",29,16,133,32,18,3,2
"2020-11-28","WEST",28,10,140,31,12,3,2
"2020-11-29","WEST",31,17,139,34,19,3,2
"2020-11-30","WEST",34,15,150,37,17,3,2
"2020-12-01","WEST",34,17,167,36,19,2,2
"2020-12-02","WEST",39,15,175,42,17,3,2
"2020-12-03","WEST",46,19,209,49,21,3,2
"2020-12-04","WEST",51,23,211,53,25,2,2
"2020-12-05","WEST",49,25,207,52,28,3,3
"2020-12-06","WEST",56,23,232,59,26,3,3
"2020-12-07","WEST",56,29,231,59,32,3,3
"2020-12-08","WEST",53,32,224,56,34,3,2
"2020-12-09","WEST",57,28,214,60,30,3,2
"2020-12-10","WEST",60,28,236,63,30,3,2
"2020-12-11","WEST",60,30,236,64,32,4,2
"2020-12-12","WEST",62,26,245,66,28,4,2
"2020-12-13","WEST",58,27,258,63,29,5,2
"2020-12-14","WEST",55,28,253,61,31,6,3
"2020-12-15","WEST",57,37,267,62,39,5,2
"2020-12-16","WEST",63,38,263,68,39,5,1
"2020-12-17","WEST",63,38,270,67,40,4,2
"2020-12-18","WEST",62,21,263,66,23,4,2
"2020-12-19","WEST",60,28,277,64,30,4,2
"2020-12-20","WEST",58,27,280,61,29,3,2
"2020-12-21","WEST",61,34,265,65,37,4,3
"2020-12-22","WEST",66,40,257,70,43,4,3
"2020-12-23","WEST",67,38,282,71,42,4,4
"2020-12-24","WEST",68,37,288,72,41,4,4
"2020-12-25","WEST",70,42,301,76,46,6,4
"2020-12-26","WEST",67,36,330,73,40,6,4
"2020-12-27","WEST",72,43,345,77,46,5,3
"2020-12-28","WEST",71,42,353,76,45,5,3
"2020-12-29","WEST",75,42,392,80,44,5,2
"2020-12-30","WEST",83,43,388,88,47,5,4
"2020-12-31","WEST",88,45,420,91,48,3,3
"2021-01-01","WEST",83,48,427,90,52,7,4
"2021-01-02","WEST",82,50,444,90,55,8,5
"2021-01-03","WEST",84,39,445,92,44,8,5
"2021-01-04","WEST",90,59,440,96,62,6,3
"2021-01-05","WEST",95,59,435,101,62,6,3
"2021-01-06","WEST",94,56,435,99,59,5,3
"2021-01-07","WEST",94,57,426,99,60,5,3
"2021-01-08","WEST",97,53,425,103,56,6,3
"2021-01-09","WEST",101,59,446,107,63,6,4
"2021-01-10","WEST",103,58,475,109,61,6,3
"2021-01-11","WEST",102,60,465,107,63,5,3
"2021-01-12","WEST",106,65,476,111,68,5,3
"2021-01-13","WEST",109,71,485,116,74,7,3
"2021-01-14","WEST",108,73,459,114,76,6,3
"2021-01-15","WEST",109,69,484,114,71,5,2
"2021-01-16","WEST",107,70,460,111,72,4,2
"2021-01-17","WEST",102,73,481,107,75,5,2
"2021-01-18","WEST",108,77,471,112,79,4,2
"2021-01-19","WEST",103,75,465,109,78,6,3
"2021-01-20","WEST",101,73,455,107,74,6,1
"2021-01-21","WEST",98,74,450,105,76,7,2
"2021-01-22","WEST",102,75,418,109,77,7,2
"2021-01-23","WEST",101,78,433,107,82,6,4
"2021-01-24","WEST",103,61,447,107,64,4,3
"2021-01-25","WEST",96,74,428,100,76,4,2
"2021-01-26","WEST",96,75,408,101,78,5,3
"2021-01-27","WEST",93,75,398,98,78,5,3
"2021-01-28","WEST",93,73,363,98,76,5,3
"2021-01-29","WEST",94,51,353,99,52,5,1
"2021-01-30","WEST",101,70,353,107,73,6,3
"2021-01-31","WEST",99,71,352,105,73,6,2
"2021-02-01","WEST",93,70,329,99,73,6,3
"2021-02-02","WEST",95,71,308,102,76,7,5
"2021-02-03","WEST",88,59,287,98,67,10,8
"2021-02-04","WEST",83,59,285,93,66,10,7
"2021-02-05","WEST",82,53,262,93,59,11,6
"2021-02-06","WEST",87,59,248,95,65,8,6
"2021-02-07","WEST",86,56,261,95,60,9,4
"2021-02-08","WEST",79,54,239,86,58,7,4
"2021-02-09","WEST",75,56,216,82,60,7,4
"2021-02-10","WEST",72,47,195,81,52,9,5
"2021-02-11","WEST",69,45,178,79,51,10,6
"2021-02-12","WEST",68,44,189,79,49,11,5
"2021-02-13","WEST",66,46,187,78,52,12,6
"2021-02-14","WEST",71,42,197,83,48,12,6
"2021-02-15","WEST",64,34,192,76,40,12,6
"2021-02-16","WEST",63,36,182,75,41,12,5
"2021-02-17","WEST",54,31,162,66,36,12,5
"2021-02-18","WEST",50,32,157,63,37,13,5
"2021-02-19","WEST",48,29,164,57,33,9,4
"2021-02-20","WEST",51,28,170,60,31,9,3
"2021-02-21","WEST",54,35,169,63,38,9,3
"2021-02-22","WEST",50,33,160,59,36,9,3
"2021-02-23","WEST",55,35,172,62,36,7,1
"2021-02-24","WEST",53,31,157,61,32,8,1
"2021-02-25","WEST",54,39,171,61,40,7,1
"2021-02-26","WEST",56,35,169,65,36,9,1
"2021-02-27","WEST",59,42,168,65,43,6,1
"2021-02-28","WEST",57,37,166,62,39,5,2
"2021-03-01","WEST",61,44,169,63,45,2,1
"2021-03-02","WEST",64,45,162,66,46,2,1
"2021-03-03","WEST",67,48,157,70,49,3,1
"2021-03-04","WEST",65,41,160,71,42,6,1
"2021-03-05","WEST",62,47,161,71,50,9,3
"2021-03-06","WEST",62,46,180,71,48,9,2
"2021-03-07","WEST",67,52,184,76,54,9,2
"2021-03-08","WEST",68,44,163,77,46,9,2
"2021-03-09","WEST",61,46,163,67,48,6,2
"2021-03-10","WEST",60,46,149,66,48,6,2
"2021-03-11","WEST",58,39,152,63,40,5,1
"2021-03-12","WEST",57,37,153,63,39,6,2
"2021-03-13","WEST",56,37,176,65,41,9,4
"2021-03-14","WEST",61,36,200,69,38,8,2
"2021-03-15","WEST",56,37,191,64,39,8,2
"2021-03-16","WEST",58,37,194,67,39,9,2
"2021-03-17","WEST",60,42,202,69,44,9,2
"2021-03-18","WEST",56,38,196,65,42,9,4
"2021-03-19","WEST",55,39,195,63,42,8,3
"2021-03-20","WEST",58,31,205,67,35,9,4
"2021-03-21","WEST",57,34,191,64,39,7,5
"2021-03-22","WEST",65,36,192,72,40,7,4
"2021-03-23","WEST",66,39,196,73,43,7,4
"2021-03-24","WEST",64,37,197,71,40,7,3
"2021-03-25","WEST",68,39,206,72,40,4,1
"2021-03-26","WEST",72,31,204,77,32,5,1
"2021-03-27","WEST",70,46,211,76,48,6,2
"2021-03-28","WEST",69,40,218,76,42,7,2
"2021-03-29","WEST",66,47,202,73,48,7,1
"2021-03-30","WEST",67,41,198,75,42,8,1
"2021-03-31","WEST",67,41,203,74,42,7,1
"2021-04-01","WEST",65,42,187,71,44,6,2
"2021-04-02","WEST",66,43,194,72,44,6,1
"2021-04-03","WEST",72,42,207,78,42,6,0
"2021-04-04","WEST",77,52,222,83,52,6,0
"2021-04-05","WEST",80,56,227,88,58,8,2
"2021-04-06","WEST",82,56,225,90,59,8,3
"2021-04-07","WEST",92,64,234,99,66,7,2
"2021-04-08","WEST",96,70,233,104,71,8,1
"2021-04-09","WEST",111,72,248,119,75,8,3
"2021-04-10","WEST",124,78,271,129,81,5,3
"2021-04-11","WEST",120,90,312,125,93,5,3
"2021-04-12","WEST",123,83,342,129,88,6,5
"2021-04-13","WEST",130,92,342,137,95,7,3
"2021-04-14","WEST",137,94,346,145,97,8,3
"2021-04-15","WEST",147,111,382,155,115,8,4
"2021-04-16","WEST",154,116,405,163,121,9,5
"2021-04-17","WEST",168,126,417,177,132,9,6
"2021-04-18","WEST",181,131,471,190,137,9,6
"2021-04-19","WEST",188,142,484,200,150,12,8
"2021-04-20","WEST",193,152,504,205,160,12,8
"2021-04-21","WEST",208,167,518,218,175,10,8
"2021-04-22","WEST",218,164,520,229,174,11,10
"2021-04-23","WEST",227,168,544,238,178,11,10
"2021-04-24","WEST",226,167,552,238,176,12,9
"2021-04-25","WEST",238,170,569,251,178,13,8
"2021-04-26","WEST",243,176,570,256,182,13,6
"2021-04-27","WEST",255,184,579,271,192,16,8
"2021-04-28","WEST",261,194,592,278,203,17,9
"2021-04-29","WEST",262,197,567,279,203,17,6
"2021-04-30","WEST",261,202,567,279,207,18,5
"2021-05-01","WEST",268,195,570,287,200,19,5
"2021-05-02","WEST",264,198,573,283,207,19,9
"2021-05-03","WEST",268,211,545,282,218,14,7
"2021-05-04","WEST",272,211,532,285,219,13,8
"2021-05-05","WEST",264,206,544,277,212,13,6
"2021-05-06","WEST",264,213,520,277,221,13,8
"2021-05-07","WEST",277,217,530,293,224,16,7
"2021-05-08","WEST",278,207,524,295,214,17,7
"2021-05-09","WEST",263,191,508,280,197,17,6
"2021-05-10","WEST",254,192,475,268,200,14,8
"2021-05-11","WEST",244,193,457,258,201,14,8
"2021-05-12","WEST",243,191,441,256,199,13,8
"2021-05-13","WEST",243,190,411,252,193,9,3
"2021-05-14","WEST",233,175,391,252,185,19,10
"2021-05-15","WEST",228,163,381,249,173,21,10
"2021-05-16","WEST",227,162,383,248,173,21,11
"2021-05-17","WEST",219,173,369,242,187,23,14
"2021-05-18","WEST",213,161,357,238,180,25,19
"2021-05-19","WEST",202,137,339,225,151,23,14
"2021-05-20","WEST",193,141,313,216,155,23,14
"2021-05-21","WEST",189,138,376,212,153,23,15
"2021-05-22","WEST",182,136,281,208,149,26,13
"2021-05-23","WEST",179,129,306,208,143,29,14
"2021-05-24","WEST",180,129,302,210,141,30,12
"2021-05-25","WEST",178,129,278,206,140,28,11
"2021-05-26","WEST",175,122,264,199,129,24,7
"2021-05-27","WEST",172,128,253,197,139,25,11
"2021-05-28","WEST",166,112,223,187,122,21,10
"2021-05-29","WEST",161,110,216,183,118,22,8
"2021-05-30","WEST",163,114,223,186,123,23,9
"2021-05-31","WEST",152,101,204,175,112,23,11
"2021-06-01","WEST",144,109,199,169,121,25,12
"2021-06-02","WEST",127,88,205,156,104,29,16
"2021-06-03","WEST",123,88,199,149,103,26,15
"2021-06-04","WEST",118,89,183,147,107,29,18
"2021-06-05","WEST",115,88,185,144,105,29,17
"2021-06-06","WEST",110,84,175,142,104,32,20
"2021-06-07","WEST",107,75,178,141,93,34,18
"2021-06-08","WEST",101,76,160,130,91,29,15
"2021-06-09","WEST",100,77,162,126,90,26,13
"2021-06-10","WEST",96,69,151,122,82,26,13
"2021-06-11","WEST",91,72,143,116,86,25,14
"2021-06-12","WEST",97,68,157,123,78,26,10
"2021-06-13","WEST",98,63,183,120,74,22,11
"2021-06-14","WEST",92,67,166,113,78,21,11
"2021-06-15","WEST",91,67,170,114,79,23,12
"2021-06-16","WEST",90,58,182,110,70,20,12
"2021-06-17","WEST",91,63,164,109,74,18,11
"2021-06-18","WEST",89,68,155,103,76,14,8
"2021-06-19","WEST",94,67,153,107,73,13,6
"2021-06-20","WEST",90,67,161,104,76,14,9
"2021-06-21","WEST",93,69,144,109,78,16,9
"2021-06-22","WEST",95,67,144,110,76,15,9
"2021-06-23","WEST",98,69,141,108,76,10,7
"2021-06-24","WEST",92,72,141,103,80,11,8
"2021-06-25","WEST",92,57,136,105,62,13,5
"2021-06-26","WEST",93,64,138,107,70,14,6
"2021-06-27","WEST",92,63,142,107,71,15,8
"2021-06-28","WEST",88,63,146,105,69,17,6
"2021-06-29","WEST",88,61,137,105,68,17,7
"2021-06-30","WEST",83,56,126,100,64,17,8
"2021-07-01","WEST",77,46,128,93,53,16,7
"2021-07-02","WEST",75,52,115,92,61,17,9
"2021-07-03","WEST",72,48,119,89,58,17,10
"2021-07-04","WEST",73,50,127,90,60,17,10
"2021-07-05","WEST",75,50,122,91,59,16,9
"2021-07-06","WEST",75,50,110,89,57,14,7
"2021-07-07","WEST",75,47,107,89,57,14,10
"2021-07-08","WEST",68,48,94,79,55,11,7
"2021-07-09","WEST",69,45,89,79,52,10,7
"2021-07-10","WEST",70,45,95,81,53,11,8
"2021-07-11","WEST",69,39,93,80,47,11,8
"2021-07-12","WEST",60,41,99,70,48,10,7
"2021-07-13","WEST",58,37,91,68,43,10,6
"2021-07-14","WEST",56,41,85,65,47,9,6
"2021-07-15","WEST",53,38,83,63,45,10,7
"2021-07-16","WEST",50,36,82,59,43,9,7
"2021-07-17","WEST",47,33,81,61,43,14,10
"2021-07-18","WEST",46,30,81,61,37,15,7
"2021-07-19","WEST",44,29,70,57,38,13,9
"2021-07-20","WEST",50,14,77,55,19,5,5
"2021-07-21","WEST",51,29,68,56,33,5,4
"2021-07-22","WEST",45,29,58,50,34,5,5
"2021-07-23","WEST",43,33,55,48,37,5,4
"2021-07-24","WEST",39,31,62,45,32,6,1
"2021-07-25","WEST",42,28,66,49,32,7,4
"2021-07-26","WEST",42,32,62,48,36,6,4
"2021-07-27","WEST",41,33,51,48,37,7,4
"2021-07-28","WEST",41,31,57,48,35,7,4
"2021-07-29","WEST",42,30,57,48,33,6,3
"2021-07-30","WEST",39,31,58,46,34,7,3
"2021-07-31","WEST",39,31,60,45,34,6,3
"2021-08-01","WEST",38,31,61,45,34,7,3
"2021-08-02","WEST",39,33,63,46,36,7,3
"2021-08-03","WEST",40,29,54,47,32,7,3
"2021-08-04","WEST",38,31,51,46,35,8,4
"2021-08-05","WEST",41,30,56,47,32,6,2
"2021-08-06","WEST",42,33,54,48,36,6,3
"2021-08-07","WEST",42,29,62,48,32,6,3
"2021-08-08","WEST",40,27,55,46,30,6,3
"2021-08-09","WEST",39,27,49,45,30,6,3
"2021-08-10","WEST",37,26,54,42,29,5,3
"2021-08-11","WEST",41,26,59,47,29,6,3
"2021-08-12","WEST",40,22,70,45,26,5,4
"2021-08-13","WEST",42,27,75,47,31,5,4
"2021-08-14","WEST",46,28,88,51,32,5,4
"2021-08-15","WEST",46,28,92,52,32,6,4
"2021-08-16","WEST",49,29,95,56,33,7,4
"2021-08-17","WEST",47,30,97,55,35,8,5
"2021-08-18","WEST",47,27,102,55,32,8,5
"2021-08-19","WEST",47,28,110,53,31,6,3
"2021-08-20","WEST",50,32,118,54,34,4,2
"2021-08-21","WEST",52,34,128,56,36,4,2
"2021-08-22","WEST",55,36,135,60,38,5,2
"2021-08-23","WEST",55,37,127,59,38,4,1
"2021-08-24","WEST",57,39,136,61,40,4,1
"2021-08-25","WEST",57,34,140,61,36,4,2
"2021-08-26","WEST",56,30,128,60,32,4,2
"2021-08-27","WEST",55,34,145,61,37,6,3
"2021-08-28","WEST",50,36,133,55,40,5,4
"2021-08-29","WEST",50,33,132,55,37,5,4
"2021-08-30","WEST",49,33,128,55,36,6,3
"2021-08-31","WEST",52,36,120,58,40,6,4
"2021-09-01","WEST",50,37,126,56,41,6,4
"2021-09-02","WEST",55,36,113,61,39,6,3
"2021-09-03","WEST",61,33,128,67,36,6,3
"2021-09-04","WEST",65,36,144,71,39,6,3
"2021-09-05","WEST",70,39,148,76,41,6,2
"2021-09-06","WEST",68,42,154,76,45,8,3
"2021-09-07","WEST",66,43,147,73,46,7,3
"2021-09-08","WEST",64,45,145,70,48,6,3
"2021-09-09","WEST",61,41,141,66,44,5,3
"2021-09-10","WEST",59,39,129,65,43,6,4
"2021-09-11","WEST",61,34,131,67,38,6,4
"2021-09-12","WEST",60,37,149,67,41,7,4
"2021-09-13","WEST",59,37,139,66,40,7,3
"2021-09-14","WEST",60,33,128,65,36,5,3
"2021-09-15","WEST",65,37,119,70,41,5,4
"2021-09-16","WEST",66,39,130,72,43,6,4
"2021-09-17","WEST",67,36,125,71,40,4,4
"2021-09-18","WEST",63,38,128,67,42,4,4
"2021-09-19","WEST",61,33,129,65,38,4,5
"2021-09-20","WEST",63,43,134,68,47,5,4
"2021-09-21","WEST",63,42,132,69,47,6,5
"2021-09-22","WEST",66,46,126,73,50,7,4
"2021-09-23","WEST",61,44,137,69,48,8,4
"2021-09-24","WEST",58,45,141,65,51,7,6
"2021-09-25","WEST",57,42,117,64,47,7,5
"2021-09-26","WEST",61,42,144,68,47,7,5
"2021-09-27","WEST",59,42,129,66,47,7,5
"2021-09-28","WEST",57,37,161,63,41,6,4
"2021-09-29","WEST",57,37,123,62,42,5,5
"2021-09-30","WEST",53,38,118,60,43,7,5
"2021-10-01","WEST",54,35,101,60,39,6,4
"2021-10-02","WEST",49,33,105,61,43,12,10
"2021-10-03","WEST",50,31,107,61,40,11,9
"2021-10-04","WEST",50,30,110,61,39,11,9
"2021-10-05","WEST",50,29,117,61,37,11,8
"2021-10-06","WEST",50,31,104,62,41,12,10
"2021-10-07","WEST",49,29,101,62,37,13,8
"2021-10-08","WEST",49,31,94,61,40,12,9
"2021-10-09","WEST",48,30,94,61,38,13,8
"2021-10-10","WEST",46,31,104,60,39,14,8
"2021-10-11","WEST",45,33,102,58,42,13,9
"2021-10-12","WEST",48,29,106,61,39,13,10
"2021-10-13","WEST",49,30,100,61,39,12,9
"2021-10-14","WEST",51,31,102,62,39,11,8
"2021-10-15","WEST",54,29,107,65,36,11,7
"2021-10-16","WEST",56,29,104,67,37,11,8
"2021-10-17","WEST",54,31,106,66,36,12,5
"2021-10-18","WEST",52,32,105,63,40,11,8
"2021-10-19","WEST",51,35,110,62,44,11,9
"2021-10-20","WEST",52,35,103,63,43,11,8
"2021-10-21","WEST",48,27,105,59,35,11,8
"2021-10-22","WEST",38,28,94,49,35,11,7
"2021-10-23","WEST",38,27,100,49,32,11,5
"2021-10-24","WEST",41,26,105,52,33,11,7
"2021-10-25","WEST",40,25,96,52,32,12,7
"2021-10-26","WEST",39,22,92,49,29,10,7
"2021-10-27","WEST",35,22,94,45,30,10,8
"2021-10-28","WEST",33,22,101,45,30,12,8
"2021-10-29","WEST",36,20,85,46,28,10,8
"2021-10-30","WEST",36,22,86,46,30,10,8
"2021-10-31","WEST",35,21,100,45,29,10,8
"2021-11-01","WEST",36,21,95,46,29,10,8
"2021-11-02","WEST",41,19,91,51,25,10,6
"2021-11-03","WEST",38,23,92,49,30,11,7
"2021-11-04","WEST",40,22,97,49,28,9,6
"2021-11-05","WEST",42,25,95,50,31,8,6
"2021-11-06","WEST",43,26,104,51,31,8,5
"2021-11-07","WEST",43,26,108,50,30,7,4
"2021-11-08","WEST",49,31,108,56,34,7,3
"2021-11-09","WEST",48,30,111,56,34,8,4
"2021-11-10","WEST",43,26,124,56,32,13,6
"2021-11-11","WEST",44,26,119,56,33,12,7
"2021-11-12","WEST",41,27,127,55,36,14,9
"2021-11-13","WEST",43,28,144,57,36,14,8
"2021-11-14","WEST",47,28,142,62,35,15,7
"2021-11-15","WEST",47,31,132,62,37,15,6
"2021-11-16","WEST",44,26,128,59,33,15,7
"2021-11-17","WEST",39,25,129,53,31,14,6
"2021-11-18","WEST",41,27,124,51,32,10,5
"2021-11-19","WEST",46,27,115,56,35,10,8
"2021-11-20","WEST",47,28,115,57,35,10,7
"2021-11-21","WEST",50,32,115,59,38,9,6
"2021-11-22","WEST",49,34,119,59,40,10,6
"2021-11-23","WEST",50,32,99,58,37,8,5
"2021-11-24","WEST",48,33,111,56,37,8,4
"2021-11-25","WEST",51,34,109,58,38,7,4
"2021-11-26","WEST",50,36,106,57,39,7,3
"2021-11-27","WEST",48,35,109,55,38,7,3
"2021-11-28","WEST",56,34,108,63,37,7,3
"2021-11-29","WEST",60,38,119,68,44,8,6
"2021-11-30","WEST",57,37,119,65,43,8,6
"2021-12-01","WEST",55,29,111,63,33,8,4
"2021-12-02","WEST",51,36,112,60,42,9,6
"2021-12-03","WEST",58,38,113,67,45,9,7
"2021-12-04","WEST",61,38,123,69,44,8,6
"2021-12-05","WEST",64,39,138,73,43,9,4
"2021-12-06","WEST",62,39,133,73,44,11,5
"2021-12-07","WEST",57,44,130,67,47,10,3
"2021-12-08","WEST",60,42,130,71,45,11,3
"2021-12-09","WEST",59,42,132,69,45,10,3
"2021-12-10","WEST",61,42,128,71,46,10,4
"2021-12-11","WEST",64,45,144,75,48,11,3
"2021-12-12","WEST",64,38,165,74,40,10,2
"2021-12-13","WEST",65,44,166,74,46,9,2
"2021-12-14","WEST",65,47,174,72,48,7,1
"2021-12-15","WEST",72,57,179,79,58,7,1
"2021-12-16","WEST",68,48,186,76,49,8,1
"2021-12-17","WEST",70,53,188,77,53,7,0
"2021-12-18","WEST",72,49,191,78,50,6,1
"2021-12-19","WEST",76,54,184,81,55,5,1
"2021-12-20","WEST",75,52,191,80,53,5,1
"2021-12-21","WEST",72,50,195,76,52,4,2
"2021-12-22","WEST",72,49,220,78,51,6,2
"2021-12-23","WEST",70,48,231,75,50,5,2
"2021-12-24","WEST",73,49,241,76,50,3,1
"2021-12-25","WEST",75,50,271,78,52,3,2
"2021-12-26","WEST",79,56,292,82,58,3,2
"2021-12-27","WEST",84,56,318,87,58,3,2
"2021-12-28","WEST",85,56,367,89,58,4,2
"2021-12-29","WEST",87,52,398,91,54,4,2
"2021-12-30","WEST",83,52,428,86,54,3,2
"2021-12-31","WEST",87,58,464,90,60,3,2
"2022-01-01","WEST",94,59,521,96,60,2,1
"2022-01-02","WEST",96,59,589,99,61,3,2
"2022-01-03","WEST",104,57,665,106,59,2,2
"2022-01-04","WEST",119,62,684,121,65,2,3
"2022-01-05","WEST",131,79,721,133,81,2,2
"2022-01-06","WEST",131,70,774,135,73,4,3
"2022-01-07","WEST",141,86,808,144,87,3,1
"2022-01-08","WEST",144,80,836,148,83,4,3
"2022-01-09","WEST",146,84,896,150,87,4,3
"2022-01-10","WEST",152,85,952,161,92,9,7
"2022-01-11","WEST",160,91,1009,169,99,9,8
"2022-01-12","WEST",159,96,1081,167,103,8,7
"2022-01-13","WEST",173,94,1121,181,102,8,8
"2022-01-14","WEST",187,113,1108,193,119,6,6
"2022-01-15","WEST",187,115,1170,195,123,8,8
"2022-01-16","WEST",188,117,1221,194,122,6,5
"2022-01-17","WEST",191,123,1231,197,128,6,5
"2022-01-18","WEST",194,118,1211,200,123,6,5
"2022-01-19","WEST",186,120,1239,193,125,7,5
"2022-01-20","WEST",183,118,1185,190,123,7,5
"2022-01-21","WEST",182,122,1155,191,126,9,4
"2022-01-22","WEST",183,115,1147,192,119,9,4
"2022-01-23","WEST",189,118,1205,199,120,10,2
"2022-01-24","WEST",191,121,1134,200,124,9,3
"2022-01-25","WEST",183,124,1103,193,127,10,3
"2022-01-26","WEST",178,121,1096,189,126,11,5
"2022-01-27","WEST",179,126,1063,190,131,11,5
"2022-01-28","WEST",181,127,1020,191,131,10,4
"2022-01-29","WEST",173,115,1016,182,120,9,5
"2022-01-30","WEST",177,116,1037,185,118,8,2
"2022-01-31","WEST",177,117,952,189,120,12,3
"2022-02-01","WEST",171,107,909,185,111,14,4
"2022-02-02","WEST",171,103,875,185,108,14,5
"2022-02-03","WEST",162,97,833,175,101,13,4
"2022-02-04","WEST",155,93,763,164,96,9,3
"2022-02-05","WEST",151,92,731,160,95,9,3
"2022-02-06","WEST",149,77,748,156,81,7,4
"2022-02-07","WEST",145,85,704,151,88,6,3
"2022-02-08","WEST",130,78,666,140,83,10,5
"2022-02-09","WEST",131,84,649,141,86,10,2
"2022-02-10","WEST",127,81,587,138,87,11,6
"2022-02-11","WEST",119,72,536,132,79,13,7
"2022-02-12","WEST",121,77,544,134,82,13,5
"2022-02-13","WEST",115,71,556,127,76,12,5
"2022-02-14","WEST",112,73,501,122,79,10,6
"2022-02-15","WEST",109,70,460,117,75,8,5
"2022-02-16","WEST",109,66,455,119,72,10,6
"2022-02-17","WEST",103,66,414,113,73,10,7
"2022-02-18","WEST",90,56,402,101,62,11,6
"2022-02-19","WEST",86,52,394,99,59,13,7
"2022-02-20","WEST",82,52,408,95,59,13,7
"2022-02-21","WEST",83,53,402,93,58,10,5
"2022-02-22","WEST",79,46,372,97,57,18,11
"2022-02-23","WEST",79,47,341,98,57,19,10
"2022-02-24","WEST",72,46,365,94,58,22,12
"2022-02-25","WEST",69,47,292,89,56,20,9
"2022-02-26","WEST",68,44,289,86,52,18,8
"2022-02-27","WEST",65,42,314,85,51,20,9
"2022-02-28","WEST",67,37,284,85,47,18,10
"2022-03-01","WEST",66,36,276,82,45,16,9
"2022-03-02","WEST",64,34,266,83,43,19,9
"2022-03-03","WEST",62,39,258,78,48,16,9
"2022-03-04","WEST",60,40,257,74,48,14,8
"2022-03-05","WEST",56,33,254,73,43,17,10
"2022-03-06","WEST",56,25,254,73,35,17,10
"2022-03-07","WEST",53,29,236,69,38,16,9
"2022-03-08","WEST",51,24,239,65,31,14,7
"2022-03-09","WEST",46,23,228,61,30,15,7
"2022-03-10","WEST",42,23,227,58,32,16,9
"2022-03-11","WEST",40,24,199,58,32,18,8
"2022-03-12","WEST",40,21,216,56,29,16,8
"2022-03-13","WEST",43,19,235,58,27,15,8
"2022-03-14","WEST",40,18,219,52,24,12,6
"2022-03-15","WEST",33,17,214,47,23,14,6
"2022-03-16","WEST",31,16,223,46,22,15,6
"2022-03-17","WEST",33,17,214,47,23,14,6
"2022-03-18","WEST",32,15,217,47,21,15,6
"2022-03-19","WEST",33,17,223,48,23,15,6
"2022-03-20","WEST",32,17,231,48,24,16,7
"2022-03-21","WEST",32,15,208,48,22,16,7
"2022-03-22","WEST",28,17,227,43,24,15,7
"2022-03-23","WEST",27,15,232,40,20,13,5
"2022-03-24","WEST",29,16,259,41,22,12,6
"2022-03-25","WEST",27,17,238,39,24,12,7
"2022-03-26","WEST",30,16,286,42,22,12,6
"2022-03-27","WEST",33,19,292,44,25,11,6
"2022-03-28","WEST",35,15,274,46,21,11,6
"2022-03-29","WEST",32,15,284,41,21,9,6
"2022-03-30","WEST",32,16,268,42,21,10,5
"2022-03-31","WEST",36,18,307,47,24,11,6
"2022-04-01","WEST",33,18,294,42,24,9,6
"2022-04-02","WEST",35,15,325,45,22,10,7
"2022-04-03","WEST",37,18,345,46,25,9,7
"2022-04-04","WEST",37,19,326,45,24,8,5
"2022-04-05","WEST",38,18,335,45,24,7,6
"2022-04-06","WEST",35,14,347,44,19,9,5
"2022-04-07","WEST",31,17,380,41,22,10,5
"2022-04-08","WEST",35,16,365,43,20,8,4
"2022-04-09","WEST",36,17,433,46,21,10,4
"2022-04-10","WEST",38,15,431,47,19,9,4
"2022-04-11","WEST",42,15,424,52,20,10,5
"2022-04-12","WEST",40,15,442,50,20,10,5
"2022-04-13","WEST",44,15,451,54,21,10,6
"2022-04-14","WEST",42,15,495,54,22,12,7
"2022-04-15","WEST",45,17,507,56,24,11,7
"2022-04-16","WEST",46,18,535,57,25,11,7
"2022-04-17","WEST",49,20,542,58,26,9,6
"2022-04-18","WEST",47,19,573,56,25,9,6
"2022-04-19","WEST",47,18,544,56,25,9,7
"2022-04-20","WEST",48,18,554,60,26,12,8
"2022-04-21","WEST",51,19,563,64,26,13,7
"2022-04-22","WEST",50,19,563,63,26,13,7
"2022-04-23","WEST",52,21,573,65,28,13,7
"2022-04-24","WEST",51,20,592,64,27,13,7
"2022-04-25","WEST",53,22,576,66,30,13,8
"2022-04-26","WEST",49,20,562,61,29,12,9
"2022-04-27","WEST",44,19,545,56,28,12,9
